id,label,review
2387,temps d'attente,lamentable 45 min d’attente un jeudi matin 3 fois plus de vendeurs (qui brassent de l’air) que de clients	un enregistrement sur la borne à l’entrée qui aurait « buggé » selon la personne au welcome. bref	reparti sans le moindre service fourni ni d’explications quant à la nullité du fonctionnement (?!) de la prise en charge. bougez-vous et faites votre boulot !
375,temps d'attente,lenteur et problème d organisation
1194,temps d'attente,beaucoup d attente mais professionnel
127,émotion,si il y avait personne c'était pareil !!!
2076,émotion,très pro
1361,émotion,extrêmement déçue de leur services ! aucune écoute et que des mensonges n y allez pas !!!!!
1612,émotion,je ne m'y sent pas bien.
1571,émotion,à éviter
1915,émotion,lieu sympathique vendeur compétent produits de qualités
886,émotion,"dixit les vendeurs, ce n'est pas une vrai boutique orange. elle ne fait donc pas d'assistance !  très décevant ! "
1854,émotion,"confirme ce que je pensais d'orange depuis des année, go to sfr ! (en plus moins cher)"
919,émotion,je vous recommande cette boutique orange pour la bienveillance des agents merci pour tant de belle choses
1571,émotion,à éviter
2637,émotion,"the worst customer experience in my life! never go there if you are not french or you don't speak fluent french. the service did not work but the sales forced me to pay otherwise he's gonna call the police. never had this experience in another country around the world. i guess it only happens in france. après la fin de mon contrat chez sosh, je suis automatiquement passée sur un forfait mobicarte. j'ai acheté une recharge internet qui n'a jamais fonctionné malgré une configuration correcte de mon mobile. je suis donc allée en magasin pour résoudre ce problème. le vendeur a changé ma carte sim et crédité mon compte de sans mon consentement. après avoir constaté que le problème subsistait toujours, il a eu l'audace de me demander énervé et d'un ton insultant de payer cette recharge, m'accusant de vol si jamais je ne payais pas."
1671,émotion,compétent
31,émotion,(traduit par google) service excellent. dedans et dehors!  (original) excellent service.  in and out!
2550,émotion,parfait. rapide et efficace   merci
1591,émotion,"leur devise : c'est pas nous ! inutiles, donc. et aussi mauvais et menteurs que leur ""service"" clients déplorable"
2572,émotion,jeune vendeur agreable dynamique. binne prestation. je recommande !
2385,émotion,"très déçue de orange,chez qui pourtant je suis cliente!!! j'ai été alpagué dans la rue pour participer à des activités ludiques:tirages au sort,biscuits et pompoms de bonnet,lol.  pressée par le temps ,puisque je travaille je n'avais pas envie d'y aller,mais cette personne a insisté et j'ai voulu lui faire plaisir; je regrette amèrement ,cette décision. j'ai 3 enfants et je me suis dit,je vais me prêter au jeu,pour eux. sauf que,vous n'avez le droit de faire le pompom, qu'une fois par jour et par personne, ce que je comprends car des gens abusent, donc une personne :le soit disant responsable a dit que je pouvais venir durant 3j; afin de pouvoir confectionner ,pour mes enfants ces fameux pompoms,aujourd'hui un employé me dit que je ne peux pas faire de pompom: le responsable lui dit que si,1 par personne et par jour,du coup tous ses collègues me sont tombés dessus et m'ont agressé violemment verbalement et le responsable a fini par me dire que c'était la dernière fois que je pouvais venir, je lui ai rétorqué que je n'étais pas une mendiante et qu'au vu de l'accueil que j'ai reçu, que c'était la dernière fois que je viendrais!!! je tiens à préciser que je suis cadre et liée par le secret professionnel,j'ai une situation,heureusement pour moi!! merci orange pour l'invitation forcée et le retour fait à vos clients.  hier un monsieur énervé etait sur le point de taper ce fameux responsable, chercher l'erreur, je comprends mieux maintenant.  le personnel est exécrable, il ne cesse de parler entre eux et se critique entre eux et ne s'occupe pas de nous et garde les cadeaux du tirage au sort pour eux,eh bien continuez et joyeux noël!!! la prochaine fois, je ne m'arrêterais pour rien au monde, mieux vaut aller au magasin on est mieux servi et plus respecté !!!! vive orange!!!! je pense fortement à tout annuler du coup, chez vous car,vous ne me méritez pas en tant que cliente !!!! vous avez mon plus grand mépris!!!"
160,émotion,the guys help me very fast and the place was very clean.
852,émotion,le meilleur opérateur
1712,émotion,"je suis tombée sur un homme barbu ( grande barbe blanche) , le regard fuyant...j'attendais depuis 45 minutes .etant cliente chez bouygue ( mais la boutique rue ordener étant en travaux) j'y vais pour leur demander conseil et un peu d'aide...il n'a pas voulu le faire car je n'était pas cliente chez eux et m'a à peine regarder dans les yeux..vive l'humanité !"
370,émotion,ils sont très professionnels et prennent le temps de s'occuper de vous
705,émotion,une histoire de fric chez orange lamentable comme d'habitude rien à dire à part qu'ils prennent bien les gens pour des cons comme d'habitude pour changer
2496,émotion,solution rapide et efficace ! très pros !
2087,émotion,insupportable
1786,émotion,excellent service
1819,émotion,"prennent la liberté de fermer pendant l'heure du déjeuner , ce que ne précise pas le site orange qui annonce l'ouverture sans interruption. pas sérieux ..... qui controle cela ?"
2365,émotion,excellent
1066,émotion,orange remettez à jour votre site web! nous faisons le déplacement pour les photos d’identité que vous ne faites plus 😡😡
1263,émotion,"mauvaise expérience,  un vendeur malhonnête et idiot, aucun respect ."
1456,émotion,très bien!
2455,émotion,mauvaise expérience
723,émotion,très bien
2638,émotion,"worst service ever!!!!  no will to help, they ripped us off"
966,émotion,service affligeant. a fuir!
2613,émotion,nuls
1186,émotion,efficace
1091,émotion,bof
776,émotion,trop bien
1746,émotion,agréable et efficace je recommande
2636,émotion,cv pas mal
2454,émotion,(traduit par google) excellent  (original) excelente
1436,émotion,très bonne boutique je viendrais acheté mon téléphone ici en février
765,émotion,bien
1769,émotion,super
2198,émotion,"j’aurais dû rester couchée le jour où j ai décidé de regrouper mon forfait mobile sfr et mon forfait internet orange ... 1 mois 1/2 de galères (coupure de ligne, demande de restitution d un materiel que j avais deja rendu etc etc etc ...) j ai hâte que mon abonnement orange se termine.  ça ne sera peut être pas mieux ailleurs mais avec un peu de chance je serai a minima reçue aimablement lorsque je dis que je n en peux plus de tous ces dysfonctionnements  belle boutique mais malheureusement ça s arrête là d autant plus qu on vous répond qu on ne peut rien pour vous ......... conclusion : visitez la boutique puis faites vite demi tour ..."
2239,émotion,après  5 minutes on m adresse à un autre technicien !  impossible de me dire comment ne plus recevoir  rt = russia today que je n ai jamais demandé à avoir  et est très  tendancieux!!!
831,émotion,magasin de téléphonie comme les autres ras
877,émotion,sympa
2491,émotion,correct c'est diplomatique
776,émotion,trop bien
1968,émotion,le conseiller pour les professionnels est vraiment au top et de plus très sympa  (pas d'attente si rdv fixé)
1699,émotion,"un personnel scandaleux, désagréable et agressif ! vous venez de perdre un client, et au vu des clients précédent qui sont partis énervés vous n'en avez pas perdu qu'un."
1346,émotion,ce très bien aussi 👍👍👍👍👍
700,émotion,je déconseille complètement.
1543,émotion,débordés. ...pas de leur faute !
1891,émotion,parfait. rien à signaler
1916,émotion,super conseil réactif et efficace  merci à myriam 😀
1556,émotion,equipe de très pro
385,émotion,"arrivé dès l'ouverture, accueil et service efficace avec sourire. un vrai petit bonheur."
1884,émotion,sympa
