,0,1,2
393,1772,'temps d''attente',"'attente interminable, mauvaise gestion de la file d''attente'"
394,2495,problème technique,"'entré pour pour une carte sim seule a 2.99€ + recharge 20 € , le vendeur enregistre toutes mes demandes et surprise lors du passage a la caisse on m''annonce presque 40 € !! je dit il doit y avoir une erreur et il me dit on ne vends pas de carte sim seule ici, je lui répond pourtant sur internet il y a cette offre. le vendeur me réponds on n''a pas la place en boutique  pour tout avoir !!la blague une boutique de plus de 200 mètres carré et ils n ont pas la place pour quelque cartes sim  il me dit pour les sim il faut aller au tabac du coin !!! honteux'"
395,2107,accueil / politesse,je suis toujours très bien reçue. merci orange
396,925,accueil / politesse,'j''aime pas'
397,1629,problème technique,"'fuyez cette boutique.  j''ai voulu me faire rembourser des 50€ de frais d''activation tv dont le montant était certes écrit sur le contrat mais qui ne m''avait jamais été communiqué en direct au moment de la signature du contrat. asymétrie d''information. je me retrouve donc à payer 76€ moi qui pensais en payer 25€. je suis forcément bien naïf, c''était écrit en minuscule sur le contrat.   bravo au vendeur qui m''a bien lésé lors de la création de mon contrat ! elles sont belles les valeurs d''orange.   au passage, gestion désastreuse du litige par le directeur adjoint de l''agence, qui a préféré hausser le ton avec moi en se défaussant de ses responsabilités et en monopolisant la parole. evidemment, il ne peut rien faire pour moi et me renvoie à ma parole contre celle du vendeur.   expérience client désastreuse.  je ne mettrai plus les pieds chez orange.'"
398,737,'temps d''attente',"'ça fait deja 30 minutes que j''attend dans le magasin. a l''accueil c''est deux personnes devant moi qui étaient annoncés.  si comme ça on traite les potentiels clients, je veux pas savoir la qualité du service'"
399,787, accueil politesse,à 19h30 refusent de travailler
400,1113, relation commerciale,personnel déplorable. ils essayent de nous faire acheter une garantie en mentant sur le prix de remplacement de l'iphone (vitre). se méfier !!!!
401,804,conseil,"le niveau zéro de la qualité d'accueil. défaut d'information, désinvolture, méconnaissance des produits et services. finalement ont a été obligé d'aller s'abonner ailleurs /("
402,2482, emotion/ressenti,personnel détestable et incompétent.
403,1944, accueil/politesse,très bon accueil.
404,1237, accueil/politesse,excellent accueil et conseils de qualité très professionnel
405,143,accueil/politesse,le personnel né jamais le même de la le contact ney pas vraiment la
406,340,accueil/politesse,très bon accueil
407,374, problème technique  ,"(traduit par google) pire réseau que j'ai jamais vu dans toute ma vie, je ne peux même pas comparer cette société avec une société américaine comme at & t parce que chaque fois que je joue à un jeu, j'ai toujours 900ms de ping même pour youtube littéralement inatteignable. g4rfx signé  (original) worst network i've ever seen in my whole entire life, i can't even compare this company with an american company like at&t because every single time i play a game it always turns out i have 900ms of ping same for youtube literally unwatchable.                              signed g4rfx"
408,1532, temps attente,"faut être très patient, mais au moins quand on a fini d'attendre, l'accueil est odieux. belle image de marque orange!"
409,1266,relation commerciale,"sympa vendeurs bien ""briffes"" ils connaissent leurs sujets"
410,1799,temps d'attente,personnel peu compétent  on nous fait attendre pour dire après que l on doit passer par le service du téléphone pour résilier
411,944, accueil/politesse,accueil sympa et à l'écoute
412,2364,temps d'attente,conseillers agréables peu d’attente et idéalement situé
413,1428, accueil/politesse,"accueil très moyen, à revoir. je veux bien que l'équipe travaille dans une ambiance décontractée mais il y'a des limites à cela. merci de prendre en compte cet avis, et d'améliorer la prise en charge de vos clients à l'accueil."
414,1319,nan,"bonjour, ayant sollicité un avis quant à la présence d'un service de dépannage pour les smartphones dans cette boutique, pour lequel la réponse a été positive, et après visite sur place le 30 août 2019, je vous informe que les ""local guides"" ne sont pas tous bien informés. en effet, il m'a été confirmé qu'il n'existait pas de service de dépannage pour les smartphones dans la boutique orange bastille. a bon  entendeur salut !!!"
415,2597,accueil/politesse,super accueil
416,1055,relation commerciale,très bon service très pro. un grand merci à kelly qui fût d'une grande patience et de bon conseil.
417,2223,cadre/atmosphère,"superbe spot orange sur plusieurs étages ! souvent du monde, mais accueil pro. et on essaie de faire au mieux pour vous ... orange a eu une excellente idée avec cette boutique (en plus, à côté de celle d’apple) ! 👍"
418,1718,temps d'attente,temps d'attente extrêmement long !
419,1400,relation commerciale,"techniques de vente très agressives, vendeurs pas à l'écoute (sauf une vendeuse), et plus intéressés par ce qui se passe autour du tabouret sur lequel ils sont perchés que par prendre en compte les besoins du client! vous allez répondre  que vous êtes  désolés, mais je le suis encore plus que vous..."
420,1526,temps d'attente,"je suis allé ici pour une carte sim. l’attente pour obtenir le service a pris trop de temps, environ vingt minutes, pour acheter deux cartes sim."
421,1,nan,ferme dimanche.... 🥺🥺
422,1744,temps d' attente,boutique petite trop  d attente trop longue et personnel  peu aimable  je ne recommande  pas cetre boutique
423,877,emotion/ressenti,sympa
424,2335, accueil/politesse,"pas très aimable à l'accueil, personnel au sous-sol très efficace"
425,831,emotion/ressenti,magasin de téléphonie comme les autres ras
426,1717,accueil/politesse,jamais aussi mal reçue dans une boutique. vendeuse extrêmement agressive et vulgaire.
427,852,emotion/ressenti,le meilleur opérateur
428,2535,accueil/politesse,"citait vraiment trop bien. le monsieur dans l’acceuil a venu vers moi pour me donner un verre d’eau pour attendre. je profite pour acheter un portable avec un cache pour proteger. je meme eu une telecommande parce que le mien etait blanc. je fais aussi le compte de la banque, et je vais faire l’internet bientot dans mon foyer. a bientot merci aurevoir"
429,1648,relation commerciale,"les clients sosh sont des clients low cost, et ceux d'orange premium, je me suis sentie agressée pour rien, ils m'ont vendu une carte sim sans me dire que j avais etre facturee 10 euros, qui ne marche pas, en menacant par la suite de virer le vendeur qui me l'avait délivré. welcome back to  paris"
430,2192,cadre/atmosphère,j'y vais quand il y a les #kayanesession au 2ème étage. très bel endroit! 😍
431,2194,problème technique,"au 3900 on me demande de me rendre dans une boutique orange pour un adaptateur pour installer mon tel fixe, mais rien à faire, ils on tout fait pour le faire attendre et rien résoudre. c’est lamentable, je suis allé la car à proximité du travaille, il va falloir chercher une autre boutique ou compagnie de téléphone."
432,1838,relation commerciale,vraiment pas très tolérant ne fais aucun effort pour nous expliquer déçu
433,414,accueil/politesse,très bons accueil et conseils
434,782,accueil/politesse,les hôtesses du magasin sont malpolies et arrogantes. je n'y reviendrai pas. tâche l'image de la marque.
435,2626,accueil/politesse,accueil moyen...
436,2069,nan,impossible de joindre ce magasin au téléphone le n° donné sur le serveur est mauvais ce n'ai pas tres commercial ni professionnel !!!!!!!!!!
437,1092,accueil/politesse,horrible... le  personnel n’est pas compétent pas aimable je vous conseille plutôt de passer par internet ( laurent est encore moin aimable que les autres )
438,1812,accueil/politesse,"si vous du temps à perdre et la patience d'attendre chez orange allez dans cette boutique vous ne serez pas déçu !!  aucune organisation pour accueillir les clients dont visiblement les vendeurs n'ont aucune considération ...accueil deplorable  : pas de bonjour, vous restez debout et on ne vous propose même pas de vous asseoir , on ne vous demande même pas ce que vous venez y faire ...     et pourtant une femme avec un badge autour du cou est là à l'entrée de la boutique mais on ne sait pas ce qu'elle fait à part le pied de grue ou aller profiter un peu du soleil devant la boutique ... et si vous n'êtes pas satisfait celui qui se présente comme le directeur d'agence (mais qui ne souhaite pas décliner son identité) vous fait remarquer que ""vous n'êtes pas une princesse pour qu'on s'occupe de vous ??!!"" et vous conseille vivement d'aller dans une autre boutique (dommage quand on habite soi même levallois !)  c'est donc ce que je vais faire pour aller acheter mon nouvel iphone , et je regrette tellement d'être une fidèle cliente de chez orange depuis des dizaines d'années ...passez devant cette boutique sans vous y arrêter elle n'en vaut pas la peine !!!! il vaudrait d'ailleurs mieux qu'elle soit fermée et qu'un commerce accueillant et digne des habitants de cette commune s'y installe !!"
439,425,emotion/ressenti,(traduit par google) excellent!  (original) excelente!
440,1273,emotion/ressenti,"vous êtes des menteurs, tricheurs et non respectueux !!"
441,664,problème technique,"ne servent a rien. le support telephonique m'envoit en agence, je profite d'un conges pour m'y rendre. ils me renvoit vers support telephonique. sim hs depuis plusieurs mois, personne ne veut regarder, ... par contre, les factures, ils savent me trouver ..."
442,1309,problème technique,"passé a l'instant pour un changement de modèle de la box tv, je suis tombé sur le manager qui était très sympathique et efficace."
443,2436,accueil/politesse,"accueil attentionné et, surtout bcp de patience pour tenter de règler mon pb. merci aux agents."
444,1333,problème technique,"conseillère à l'ouest qui parle trop fort, totalement perdue sur son ordinateur, c'est moi qui devais lui dire quoi faire... tout ça pour me retrouver avec quelque chose que j'aurais pu faire moi-même en 1 minute sur le site."
445,2269,problème technique,"excellent service aujourd'hui, je recommande vivement cette boutique orange. le personnel était très sympathique et l'agent qui m'a aidé dans le processus était très bon et compétent. je recommande vivement ce magasin. christopher robert noland"
446,2155,cadre/atmosphère,énorme flagship!
447,2608,relation commerciale,personnel pas assez écoute clients
448,1485,relation commerciale,"(traduit par google) excellent service client. seulement 1 forfait prépayé et nouveau sim de 40 € pour 2 semaines (2 heures de conversation, plus de 1000 sms et 10gb de données).  (original) great customer service. only 1 plan for prepaid and new sim €40 for 2 weeks (2 hours of talk time, over 1000 text messaging and 10gb of data)."
449,2417,accueil/politesse,très bon accueil.👍
450,1770,changement d'opérateur,"pourquoi fixer un rendez-vous sur internet (aujourd'hui à 11h30) et lorsque l'on arrive à la boutique celle-ci est exceptionnellement fermée. en conclusion 1 heure de perdue, absence de considération du client. j'ai bien fait de passer à la concurrence. orange au lieu de france télécom, mais toujours aussi incapables !"
451,1439,accueil/politesse,bon accueil et efficaces. que demander de plus ?
452,765,emotion/ressenti,bien
453,1170,relation commerciale,"super accueil de toute l'équipe, très professionnel et bravo au futur papa poule  ! ! ! je suis venu 3 fois avec 2nouveaux abonnements..."
454,1612,emotion/ressenti,je ne m'y sent pas bien.
455,370,emotion/ressenti,ils sont très professionnels et prennent le temps de s'occuper de vous
456,1522,accueil/politesse,"(traduit par google) les nombreuses oranges que j'ai visitées étaient les plus agréables en termes de service à la clientèle et de courtoisie.  (original) the many oranges i have went to, they were the nicest in terms of customer service and courtesy."
457,2276,nan,"
bien un magasin pour acheter des choses"
458,185,temps d'attente,"à  18h 30 pas de queue. ...accueil aimable,  personnel compétent ."
459,333,relation commerciale,des débiles incapables de fournir une carte prépayée de 1 mois alors que n'importe quelle agence de province ou de banlieue le fait. nuls les mecs.
460,2595,relation commerciale,boutique conseillé par des gens qui ne voient les changements de contrat au plus cher sans conseillé bien sur.
461,1191,relation commerciale,"service bon là-bas, employé sympathique bien conseillé"
462,250,problème technique,je n'ai pas la solution à mon problème !
463,470,emotion/ressenti,le service est correct.
464,796,temps d'attente,"au vue de l'affluence permanente, il serait bon d'envisager plus de personnel parce que lorsqu'on vient changer un équipement qui ne fonctionne plus, on n'aime pas entendre ""je peux pas m'occuper de vous aujourd'hui, il y a trop de monde"". surtout quand il n'y a que 5 personnes à 19h."
465,2174,accueil/politesse,personnel très agréable et à l'écoute du client. il faisait chaud et un verre d 'eau fraîche nous a été proposé.  bonne initiative !
466,1886,temps d'attente,attente insupportable. des personnes arrivées après moi sont passées devant moi. on m'a vendu un appareil complètement inutile pour mes vacances. je suis vraiment en colère car j'ai fait confiance au commercial. j'aurai dû me méfier car la surprise m'attendait à la facture suivante. des options non contractées m'ont été imputées à tort. heureusement que le service client est plus réactif et respecte réellement la clientèle.
467,1475,accueil/politesse,"accueil toujours agréable, bonne orientation, peu d'attente (nous étions en semaine, 19/06/2018). le conseiller qui nous a reçu était agréable. magasin agréable."
468,1397,problème technique,je suis passée à ce jour pour que le vendeur installe la puce dans le nouveau téléphone de mon fils car je n'y arrivait pas!celui ci me l'a installé rapidement et à fini par me dire que ça ne fonctionnait pas que téléphone n'était certainement pas débloqué !  finalement j'ai réessayé le soir à la maison et cela fonctionne très bien! j'ai perdu du temps alors que cette personne est sensé être professionnel en la matière! je pense que cette personne devrait envisager une reconversion!!!
469,468,temps d'attente,"surtout ne pas vous rendre à cette boutique si vous êtes client pro. en arrivant l'accueil m'a enregistré en pro, après 40 minutes d'attente dans la queue, on m'annonce : "" ah mais vous êtres pro?"" ""oui c'est vous qui me l'avez dit"" on me répond, ""on ne sait pas faire les pros ici"". lamentable!"
470,2630,temps d'attente,attente beaucoup trop  longue
471,278,temps d'attente,"« bonjour je voudrais un câbles rj11/rj11 s’il vous plaît »... « avant il faut vous enregistrer, donner votre nom puis patienter »... patienter... patienter... comme à la préfecture... « rj11 ? je ne connais pas ? c’est pour quoi ? » euh pour brancher un téléphone... « ah bah ici y en n’a pas! »  merci orange pour votre personnel qualifié ! sans parler de l’attente..."
472,1254,relation commerciale,super vendeur  didier
473,147,cadre/atmosphère,(traduit par google) super endroit  (original) super place
474,2304,cadre/atmosphère,personnel compétant et magasin avec super design.
475,355,nan,c'est ou j'ai acheté mon premier telephone en europe
476,1580,relation commerciale,"correct au niveau de la boutique dans le sens qu'ils m'ont renseigné, j'ai appris que l'objet des boutiques était de fournir des services aux clients, mais que celui de réceptionner du matériel à restituer n'en faisait pas partie."
477,827,accueil/politesse,"désolé d'être un client, mais pas d'inquiétude, je ne vous embêterai plus"
478,1047,accueil/politesse,"accueil parfait, disponibilité, gentillesse. la boutique est propre et bien agencés."
479,2197,relation commerciale,the boutique orange. la seule boutique sur 4 arrondissements qui avait en stock l'ipphone truc machin que voulait ma fille
480,1683,relation commerciale,"bien accueilli hier, lundi 18/12/2017. hervé s'est bien occupé de moi et m'a orienté dans mes choix d'internet/portabilité. il est même resté 15 min après la fermeture suite à un problème technique avec le système. bonne expérience."
481,2286,changement d'opérateur,"extrêmement mal reçu, j'ai acheté mon nouveau téléphone ailleurs."
482,1207,nan,👍🏾😊
483,985,relation commerciale,accueil désespérant aucune aide et information inexistantes  stock iphone apple max 64go est impossible de savoir les disponibilités dans les autres magasins.  conclusion déplacement pour rien  perte de 25€ de taxis. écœure à 100% de cette agence.
484,647,accueil/politesse,vendeur très désagréable. venu simplement pour rendre une box avec le bon de retour reçu par mail. même pas un bonjour. nous a envoyer balader car la box (pourtant dans sa boîte d’origine et dans le sac orange) n’était pas dans un carton (oui oui il voulait qu’on mette un carton dans un carton). chose que le service client par téléphone nous a certifié de ne pas faire si on rendait la box en boutique.  le vendeur nous a donné un rouleau de scotch et nous a dit de nous débrouiller avec ça d’un air moqueur et hautain.  ce n’est pas professionnel du tout. j’hésite fortement à résilier ma box....
485,768,relation commerciale,je met 1 étoile et même là c'est trop ! ils ne servent strictement à rien car le magasin est soit disant franchisé et se désolidarise de france telecom. alors vous faites tout le trajet pour venir ici car il n'y a presque plus de magasin orange en banlieue et on vous dit qu'il faut aller à la boutique opéra ou avenue de france !
486,2511,temps d'attente,plus d'une heure d'attente et plusieurs personnes passant outre la file d'attente... c'est exaspérant surtout quand une bonne partie du personnel fait plus de vent que de travail...
487,1376,temps d'attente,compétents et efficaces mais il faut prendre rendez-vous sinon vous y passez un temps infini
488,540,emotion/ressenti,nul
489,1581,accueil/politesse,très bon accueil et de précieux conseils . vendeur gentil et serviable .satisfaite à 100 %
490,2327,cadre/atmosphère,"la plus grande et la plus belle boutique orange qui existe. énormément d'événements exclusifs, animations... des équipes professionnelles et se souciant des clients. je recommande fortement."
491,1866,problème technique,bonjour obligé de passer 3 fois dans la même boutique. 1ère fois hôtesse orange n'écoute mm pas le problème et m'envoie chercher le câble d'alimentation alors que pas demandé lors de mon appel. 2ème fois j'y retourne avec le câble mais le vendeur me sort le sien et le vendeur m'échange ma box mais oublie de me rendre ma carte pour la faire fonctionner.  devoir y retourner 3 fois avec une température de 30degres dehors. 5km aller et 5km retour.  c cher payé l'abonnement
492,2015,emotion/ressenti,"vaut mieux être déjà client, sinon..."
493,1046,accueil/politesse,"équipe très compétente, accueil sympa"
494,134,temps d'attente,"hallucinant! 35min d’attente, j’ai fini par partir devant tant de mepris de la part des conseillers qui n’en ont absolument rien à faire et trouve ca limite tout à fait normal qu’on attende 30 min. pour une agence comme celle des champs elysées c’est une honte! allez à l’agence d’opera vous serez beaucoup mieux servi et en plus les conseillers ont le sens de la relation client. en tout cas, je n’acheterai surement pas mon telephone chez eux pour en plus gonfler leur ca."
495,285,nan,typical of any mobile phone provider
496,1668,relation commerciale,les mecs insinuent que j'ai cassé le produit en un mois d'utilisation sans chute et me laissent une boîte vide en retour ! bien joué du jamais vu ! un produit a 120 euros c'est quoi cette relation client ???!!!!
497,2510,accueil/politesse,excellent accueil bien que je venais rendre du matériel
498,432,relation commerciale,petite visite sans rdv à la boutique orange alésia..personnel très pro et sympa ..on est vite pris en charge et aiguillé suivant notre demande !
499,1112,cadre / atmosphère,moderne 
500,1064,temps d’attente,peu d'attente et bien organisé
501,1337,émotion,"franchement les employés sont au top, merci!"
502,566,accueil / politesse,les gens très désagréable qui vous traitent comme vous êtes débile. à éviter.
503,1814,accueil / politesse,accueil agréable et aide efficace sur les problèmes que j'étais venue poser.  pas d'attente interminable comme cela arrive fréquemment dans cette agence . rançon du succès  ! !
504,1091,émotion,bof
505,2169,problème technique,"le premier vendeur me ment et me dis qu’il faut que je quitte bouygues et souscrire un abonnement orange pour activer la fonction esim or mon tel pro était déjà chez orange, nul utilité que les deux soient chez orange, il suffisait d’activer la fonction esim sur la ligne pro et conserver bouygues en perso.  enfin après souscription de l’abonnement orange, je veux activer la esim depuis mon espace clients mais le vendeur en boutique n’a pas renseigné tous les champs du formulaire de souscription. des pièces manquantes (cni rib ...) que j’avais apporté n’ont pas été enregistré par le vendeur.  entre les vendeurs qui mentent pour toucher leurs primes et les autres qui ne sont pas compétent... je ne suis pas satisfait du tout."
506,1807,nan,"le site internet d'orange et l'affiche du magasin indiquent que celui-ci est fermé de 12h45 à 14h00. pourtant, le rideau était fermé à notre arrivée à 12h31."
507,1579,accueil / politesse,bien reçu
508,1188,accueil / politesse,très accueillant et bon service!
509,2405,cadre / atmosphère,"lieu agréable, et vendeurs compétents et souriant!"
510,818,problème technique,insatisfaisante du traitement de mon dossier basculer mobicarte à abonnement m6 forfait 2h bloqué le 18 mai. ai fourni tout ce qui a été demandé mais à ma grande surprise mon rib pour le pour prélèvements bancaires n'est pas dans le dossier  le 20 juin. pour éviter la suspension le service recouvrement m'a fait régler la facture de m'ai et repris mon rib. j'ai  été  3 fois pour réclamer mon contrat et être sûre que tout etait ok. réponse affirmative contrat sera expédié.
511,1149,émotion,nul nul nul
512,2481,cadre / atmosphère,"la boutique, n'est pas mal, mais même si vous avez un r.d.v. l'horaire n'est jamais respecté."
513,1245,accueil / politesse,"le personnel se fait des blagues pendant que tu attends, attends et attends... tres mauvais services. pourtant je suis client premium mais nan rien."
514,607,temps d’attente,trop d attente
515,1177,accueil / politesse,"très mauvais accueil , les vendeuses préférant déballer un colis à deux personnes pendant 20 minutes plutôt que de s'occuper des clients qui attendaient et qui devenaient de plus en plus nombreux"
516,1448,accueil / politesse,bien reçu par un personnel très compétent
517,1832,accueil / politesse,accueil chaleureux
518,550,relation commerciale,très bon conseil 
519,1342,temps d’attente,très mécontent du service. staff exécrable qui se permet de tutoyer. attente terrible. refuse de réaliser une vente à 19h20 car la personne en charge doit fermer la boutique et préfère rentrer chez elle. suivez donc leur demande et évitez vous une expériance désagréable: préférez d'autres boutiques orange.
520,717,accueil / politesse,"accueil un peu stressé,tout dépend de la personne qui vous reçoit."
521,1032,accueil / politesse,très bon accueil
522,2297,accueil / politesse,équipe au top un accueil et un personnel très serviable que du bonheur!!!
523,553,temps d’attente,"une heure d'attente, vendeurs disant des choses contraire aux conseillers téléphoniques sur le 3900. service catastrophique!"
524,792,émotion,"grosso modo je cherche puis attend un vendeur de disponible (dizaine de vendeurs pour une dizaine de clients).  mon regard croise certains regards fuyants de certains vendeurs durant cette attente. puis après 10min d'attente incertaine, je me décide d'intercepter une vendeuse mais elle me répond  ""ah moi je ne m'occupe pas du tout des téléphones mobiles"".   bis repetita, je refais la même attente pour une autre vendeuse pour qu'elle me réponde ""désolé si vous voulez un téléphone il faut prendre un forfait mobile avec""...  sur le site internet, on peut se procurer des téléphones vendus seuls mais pas en boutique physique."
525,1394,temps d’attente,attente trop longue
526,1911,accueil / politesse,"très bon accueil, vendeur compétent et très bonne écoute..."
527,526,accueil / politesse,du personnel très aimable !
528,474,accueil / politesse,"comment vous dire...  magasin ridiculement petit mais bon disons que ce n’est pas leur faute, malgré ça une heure d’attente pour déposer un téléphone ce qui a pris exactement 30 secondes. sans parler de la courtoisie des vendeurs, apparemment les employés ne connaissent pas le sens clientèle et n’ont pas été formés pour cela. étant client orange depuis plus de 6 ans j’ai été traité comme un dérangement avec mon problème de téléphone et n’ont fait que de me demander d’appeler le service client par flemme de résoudre mon problème. une fois le service client appelé on me rétorque que c’est bien en boutique que je dois résoudre mon problème. heureusement que les personnes au service clientèle sont meilleurs que les vendeurs de cet foutue boutique.  a éviter !!!!"
529,1879,temps d’attente,temps d'attente imprévisible.  services standards conseillers plus ou moins fiables et arrogants.
530,1585,changement d’opérateur / départ boutique,"grosse déception; un jeune homme aimable prend vos coordonnées et vous invite à vous asseoir sur un tabouret peu confortable; puis attente... des employés bavardent entre eux, l'un d'entre eux à qui je m'adresse, n'est même pas poli! dommage, j'irai ailleurs."
531,2046,relation commerciale,"équipe dynamique mais en sous effectifs, même pour les pros"
532,2585,temps d’attente,rapide et efficace
533,438,accueil / politesse,contact plaisant avec le personnel. peu d'attente à 16 heures
534,2635,émotion,i wanted a phone and data ...  the sold it to me and ..it was rubbish
535,624,problème technique,super conseil très pro
536,1204,relation commerciale,"le mauvais service client, la médiocrité de l’accueil et la nonchalance de l’équipe commerciale est à la hauteur de la réputation de cette mauvaise boutique ; préférez beaugrenelle"
537,329,émotion,"excellente expérience client, prise en charge rapide malgré l'attente. efficace."
538,1069,accueil / politesse,conseillère sympathique et agréable qui nous a fait économiser pas mal d’argent (en me conseillant de prendre à mon nom l’abonnent de mon épouse qui n’a pas encore de titre de séjour)
539,2023,émotion,"horriblement mal reçue ! sur conseil du service orange téléphonique, je viens chercher une autre carte sim car celle de mon conjoint n'est plus compatible avec son nouveau téléphone. le service client m'indique qu'une photocopie de la pièce d'identité et un mot de mon conjoint devrait me permettre de récupérer sa nouvelle sim sans problème. une fois sur place, impossible de récupérer la dite carte sans carte d'identité ! la raison, mon conjoint  risquerait de porter plainte si je faisais des achats avec son téléphone ! soi-disant, ils ont eu trop de problèmes ! quoi ??? sur le nombre de client, cette mésaventure est réellement arrivée avec combien ??? pour la boutique orange de montrouge, tu es présumé coupable directement en arrivant. merci la suspicion, la perte de temps et vive les procédures !  je re-téléphone donc au service orange pour leur signaler qu'il n'est pas possible d'avoir une sim sur présentation d'une photocopie de carte d'identité contrairement à leur information. le conseillé me signale que cela aurait du être possible mais qu'en effet certaines boutiques faisaient un peu de zèle de procédure. cela ne leur rapporte rien de donner une carte sim gratuite... super ...  je ne conseille à personne cette boutique sauf si vous aimez les procédures et les relations clients inexistantes où la confiance ne règne pas! c'était ma boutique de référence chez orange, je vais m'en chercher une autre."
540,1382,temps d’attente,(traduit par google) le service prend un peu de temps et personne ne peut vraiment répondre à une personne parlant anglais.  (original) the service takes a bit long and they dont really have anyone who can really cater to an english speaking person
541,2156,accueil / politesse,accueil sympa prévenant et agréable en semaine
542,989,temps d’attente,pas trop d'attente.
543,741,temps d’attente,"très déçu par orange pro , beaucoup d’attends  , venu deux fois pour avoir un forfait , service pro orange  devenu incompetents"
544,464,cadre / atmosphère,grand confort pour les sièges et bonne réception malheureusement espace insuffisant pour l'affluence de clients .techniciens de qualité.
545,546,accueil / politesse,"longue attente, il y avait deux vendeurs très compétents.... je suis malheureusement tombée sur une dame d'un certain age qui était pas du tout motivée. tout dépend sur qui vous tombez... ramenez un bouquin en tout cas."
546,465,accueil / politesse,personnel très pro bravo
547,1595,accueil / politesse,"je suis désolée. il y a des formations pour apprendre à accueillir du public. il y a des formations pour apprendre à communiquer avec des clients qui viennent soit pour des renseignements, soit parce qu'ils attendent des réponses à leurs problèmes liés à orange. je ne reviendrai pas dans cette boutique. ce n'est pas la première fois que je suis mal reçue dans ce lieu. si la raison est :trop de clients dans une file d'attente, revoyez votre organisation, votre management. vos conseillers ne semblent pas être heureux."
548,1919,émotion,"très bons accueil,  conseils et support !"
549,879,accueil / politesse,"le personnel est sympa, mais évitez les heures d'affluence c'est vite un calvaire pour l'attente..."
550,2607,accueil / politesse,"accueil pourri, personnel incompétent et mechand. a fuir."
551,445,émotion,"à éviter absolument le personnel est là pour vous vendre un maximum de produits avec assurance etc.... et en plus ils sont incompétents ,exécrable, je suis vraiment écœuré de ce genre de service, c'est inadmissible!  je sais où ne plus aller la prochaine fois!"
552,2140,émotion,topissime accueil.produits  on aimerait plusieurs de magasin de la sorte
553,2047,accueil / politesse,"accueil déplorable. il ne faut pas (courtoisement) poser plus de deux questions sur leurs tarifs à ces chers ""conseillers"" sinon on vous dit que vous êtes insistant. encore une enseigne où le client, à défaut d'être roi, doit gentiment se faire petit. pas prêts de me revoir chez orange montrouge !"
554,1327,accueil / politesse,"bon accueil, personnel sympa et dispo"
555,1311,émotion,très bonne équipe efficace et à l'écoute!
556,2127,temps d’attente,beaucoup d'attente
557,1151,cadre / atmosphère,boutique tres petite comparativement à rue de rennes
558,2485,temps d’attente,a l'écoute mais attente d'un conseiller trop longue car durée d'attente non annoncée
559,1710,temps d’attente,"accueil très désagréable, aucune volonté d'aider et cerise sur le gateau on se fait même engueuler lorsque l'on s’assoit en face du conseiller plutôt qu'a côté (conseiller âgé, barbu et aigri)"
560,167,accueil / politesse,"accueil à revoir. venues pour un probleme technique. on nous a dit de nous asseoir et qu'on viendra nous chercher lorsqu'un conseiller sera libre. au bout d'une demi heure on s'impatiente et relance et là on nous dit qu'en fait il fallait s'inscrire à l'accueil. lorsque l'on expose le probleme: ""non mais madame vous voulez qu'on fasse quoi là nous"" ah bin si j'avais la solution je ne serai pas venue vous voir... je n'ai pu juger de la compétence car niveau écoute, amabilité et disponibilité il y a tout à refaire !"
561,1193,accueil / politesse,comme d'habitude très gentil très bon accueil les personnes sont de très bons conseil et ne sont pas dans l'excès de vendre pour vendre.
562,1968,émotion,le conseiller pour les professionnels est vraiment au top et de plus très sympa  (pas d'attente si rdv fixé)
563,38,cadre / atmosphère,(traduit par google) endroit incroyable et très bien situé  (original) lugar incrível e muito bem situado
564,499,émotion,"nuuuuuuuul ! absolument nul! ne mérite même pas une étoile ! fuyez cette agence et si vous souhaitez le réseau orange allez chez sosh vous aurez presque les mêmes prestations sur internet pour moins cher : - attente interminable et organisation déplorable. - incapable de faire la moindre opération sur le contrat. - compétence technique très faible : revoie vers l'assistance technique téléphonique. - informations fournies inexactes confirmées par le 3900. - aucune compréhension des besoins du client ni aucune idée de ce qu'est un service client. au contraire, les conseillers au 3900 sont à féliciter. bref, pas brillant."
565,655,émotion,des choses intéressantes
566,418,accueil / politesse,"bonjour personnel très sympa très bon accueil et surtout très professionnel, a l écoute de toutes nos questions et prend le temps avec son client  après  plusieurs gros problèmes avec un autre opérateur, je suis très satisfaite d être passée chez orange."
567,1839,accueil / politesse,"accueil catastrophique et d’un autre monde.... le directeur d’agence est très agressif, jamais eu un accueil commercial aussi déplorable. mieux vaut rester devant un écran d’ordinateur celui-ci est beaucoup plus aimable et compétent. orange peut fermer des boutiques de ce type ça serait mieux pour son image."
568,1201,temps d’attente,l attente est trop longue. les explications sur mon problème de paiement sans contact mobile ne sont pas concluantes. pas de test sur place si le mobile marche ou non. a vous de débrouiller à l extérieur. on a payé pour un  produit qui ne fonctionne pas. mon mobile je l'ai acheté chez orange il y a 1 mois c est un sumsung a5 android version 7.
569,2285,cadre / atmosphère,"très spacieuse, jolie et vite servi"
570,1671,émotion,compétent
571,201,relation commerciale,(traduit par google) ne pas obtenir cette carte sim étrangère de 45 euros ici. vol. mais le service est bon et ils ont bien pris soin de moi.  (original) do not get that 45 euro foreign sim card here.  rip off.  but the service is good and they did take good care of me.
572,1458,accueil / politesse,accueil méprisant et je m'en foutiste.
